('POSITIVE', -39.93025064365778)
('POSITIVE', -14.395478443716273)
('NEGATIVE', -16.01329366973072)
('NEGATIVE', -18.78297336120227)
('POSITIVE', -17.820957979601875)
('NEGATIVE', -5.258164045505289)
('POSITIVE', -36.459262145160494)
('POSITIVE', -14.421286387705674)
('POSITIVE', -21.277442506301917)
('POSITIVE', -30.131616628051724)
('POSITIVE', -45.813161703266765)
('NEGATIVE', -6.731226443748084)
('POSITIVE', -2.3852104192484878)
('POSITIVE', -15.87547061488374)
('POSITIVE', -12.800052162025843)
('POSITIVE', -20.31024040640139)
('NEGATIVE', -40.632902446167435)
('NEGATIVE', -26.068228528214984)
('POSITIVE', -29.327437451572806)
('POSITIVE', -49.56576964101794)
('POSITIVE', -29.054184662210858)
('POSITIVE', -30.01255843427536)
('NEGATIVE', -24.247914264679128)
('NEGATIVE', -38.39163585932483)
('POSITIVE', -44.834960519713015)
('POSITIVE', -24.32277987986937)
('POSITIVE', -37.00380619842566)
('NEGATIVE', -14.513827713144149)
('POSITIVE', -4.24357568556547)
('POSITIVE', -7.076313030005309)
('NEGATIVE', -16.214061088834455)
('NEGATIVE', -41.089142329777)
('POSITIVE', -14.539128969368706)
('POSITIVE', -13.927511484739297)
('NEGATIVE', -33.33481013400167)
('POSITIVE', -41.19340527884803)
('POSITIVE', -6.3717594769869175)
('POSITIVE', -43.773723931212416)
('NEGATIVE', -0.3010299956639812)
('NEGATIVE', -7.15437212716788)
('POSITIVE', -10.88576500608228)
('POSITIVE', -22.597112332313785)
('POSITIVE', -14.085031038568797)
('POSITIVE', -19.119796439240645)
('NEGATIVE', -13.817015931284603)
('NEGATIVE', -7.406939582082136)
('POSITIVE', -37.29386229892654)
('NEGATIVE', -24.776036333991286)
('POSITIVE', -4.175260892931838)
('NEGATIVE', -26.406179336995862)
('POSITIVE', -6.709762637419072)
('NEGATIVE', -29.703400461825844)
('NEGATIVE', -30.12413973505178)
('POSITIVE', -25.770624861411964)
('NEGATIVE', -0.3010299956639812)
('POSITIVE', -15.587326448406762)
('POSITIVE', -19.025374110274917)
('POSITIVE', -18.97659367127445)
('POSITIVE', -40.30069042499253)
('POSITIVE', -31.490394081220753)
('POSITIVE', -30.102189912270372)
('POSITIVE', -0.37670231754879824)
('POSITIVE', -39.45061871422533)
('POSITIVE', -2.8815301360093573)
('POSITIVE', -3.9534121433154827)
('NEGATIVE', -41.32201761936863)
('POSITIVE', -37.483593193394974)
('POSITIVE', -44.12747406617935)
('NEGATIVE', -36.748982869293066)
('POSITIVE', -23.53231304390514)
('NEGATIVE', -14.25392162762695)
('POSITIVE', -5.52152179732025)
('POSITIVE', -27.574358730264716)
('NEGATIVE', -3.882765216897459)
('POSITIVE', -27.64485186540391)
('POSITIVE', -49.91721904344303)
('POSITIVE', -12.567446576598556)
('POSITIVE', -22.94247345649209)
('POSITIVE', -36.48470886534361)
('POSITIVE', -4.9773077961607015)
('POSITIVE', -11.881200353263642)
('NEGATIVE', -7.013971829065822)
('POSITIVE', -50.685008705047245)
('POSITIVE', -26.390282727017905)
('POSITIVE', -52.25907428777206)
('NEGATIVE', -18.265208213382813)
('POSITIVE', -38.00583349904628)
('POSITIVE', -9.973415938801695)
('POSITIVE', -26.713763348332932)
('POSITIVE', -23.2420729625849)
('POSITIVE', -16.125858338635037)
('POSITIVE', -13.44924533372626)
('POSITIVE', -20.482519143673105)
('NEGATIVE', -6.5778548523566505)
('POSITIVE', -19.829163420829573)
('NEGATIVE', -18.226459402576232)
('POSITIVE', -30.076898611236764)
('NEGATIVE', -14.178603985271346)
('POSITIVE', -2.8815301360093573)
('NEGATIVE', -23.20786060448395)
('POSITIVE', -5.200520720725649)
('NEGATIVE', -39.16196802798464)
('POSITIVE', -34.963775023902365)
('NEGATIVE', -37.531930774315825)
('POSITIVE', -47.047008067952206)
('NEGATIVE', -41.22458329795405)
('POSITIVE', -12.350247534991844)
('POSITIVE', -16.117168041578243)
('POSITIVE', -13.711828023155569)
('POSITIVE', -5.719275786555102)
('NEGATIVE', -17.910029889704067)
('POSITIVE', -15.614040558990954)
('NEGATIVE', -14.91523684017993)
('POSITIVE', -32.632806003930746)
('POSITIVE', -18.712735693360106)
('POSITIVE', -40.937350552359966)
('NEGATIVE', -16.758439900319363)
('POSITIVE', -30.93584510737211)
('POSITIVE', -8.539864208540543)
('POSITIVE', -35.34865942920653)
('POSITIVE', -34.975766197484546)
('NEGATIVE', -13.811082374354864)
('NEGATIVE', -12.266156736020898)
('POSITIVE', -62.67700556978852)
('NEGATIVE', -4.3415659533171755)
('NEGATIVE', -11.539639830049506)
('POSITIVE', -33.69868009978576)
('NEGATIVE', -31.885624414452625)
('POSITIVE', -7.987945675267074)
('POSITIVE', -26.008399528524052)
('POSITIVE', -8.154958296960745)
('POSITIVE', -33.40906020661676)
('POSITIVE', -13.876493511568484)
('POSITIVE', -17.649278808906153)
('POSITIVE', -32.14222903918403)
('POSITIVE', -59.384062894196916)
('POSITIVE', -57.571777858616464)
('NEGATIVE', -7.411038005487515)
('NEGATIVE', -15.464665647420095)
('POSITIVE', -40.338310523898016)
('POSITIVE', -22.910616147355523)
('POSITIVE', -14.464051485799935)
('POSITIVE', -10.389954572692444)
('NEGATIVE', -18.53454350263073)
('POSITIVE', -31.342048559336607)
('NEGATIVE', -11.365281765617429)
('POSITIVE', -32.057088014701414)
('NEGATIVE', -23.649806754662144)
('POSITIVE', -11.908652210983162)
('POSITIVE', -22.273845816064707)
('POSITIVE', -23.21315225541951)
('POSITIVE', -13.520189045025408)
('NEGATIVE', -0.3010299956639812)
('POSITIVE', -21.47857475440173)
('POSITIVE', -20.200017609985718)
('POSITIVE', -16.354817843565993)
('POSITIVE', -12.450916087638033)
('NEGATIVE', -5.803891897333707)
('POSITIVE', -3.6981396382121767)
('NEGATIVE', -3.8381424046743473)
('NEGATIVE', -12.521639746153774)
('POSITIVE', -20.55247842044534)
('POSITIVE', -39.280651849270434)
('POSITIVE', -29.397684257433607)
('POSITIVE', -19.05803509130479)
('POSITIVE', -12.103081965388576)
('POSITIVE', -3.7112444628056576)
('POSITIVE', -26.128703934668014)
('NEGATIVE', -28.86490905574419)
('POSITIVE', -19.170454114537183)
('POSITIVE', -14.595846820930259)
('NEGATIVE', -2.807817640458981)
('POSITIVE', -4.693114662101518)
('POSITIVE', -33.712175052284095)
('POSITIVE', -14.160536979540126)
('NEGATIVE', -19.294562975840222)
('POSITIVE', -74.33594651551019)
('POSITIVE', -33.47994331348845)
('NEGATIVE', -30.108104225785606)
('NEGATIVE', -0.3010299956639812)
('POSITIVE', -13.787011278168716)
('POSITIVE', -41.651911990065116)
('NEGATIVE', -9.673036851844488)
('POSITIVE', -15.849095163487442)
('POSITIVE', -38.97833476346209)
('NEGATIVE', -18.64937946528058)
('NEGATIVE', -34.73889634175705)
('POSITIVE', -32.0421099062468)
('POSITIVE', -32.81576333446765)
('POSITIVE', -23.537393994860427)
('POSITIVE', -24.514785102921934)
('NEGATIVE', -19.11371241851954)
('NEGATIVE', -16.09761977607446)
('NEGATIVE', -10.162553845865535)
('POSITIVE', -20.786714669232495)
('POSITIVE', -18.1538960106609)
('POSITIVE', -3.221018383492514)
('NEGATIVE', -8.652704129555765)
('POSITIVE', -29.56831896331229)
('POSITIVE', -9.621522563947057)
('NEGATIVE', -26.68857643014393)
('POSITIVE', -47.20850561768367)
('POSITIVE', -27.585344767417745)
('NEGATIVE', -0.3010299956639812)
('NEGATIVE', -5.897607145134224)
('POSITIVE', -9.474080346101584)
('POSITIVE', -30.554339865590354)
('NEGATIVE', -10.357739263987762)
('NEGATIVE', -9.91406084481981)
('POSITIVE', -16.197446401134286)
('POSITIVE', -27.612225921428163)
('POSITIVE', -13.169791470533712)
('POSITIVE', -26.988888375081633)
('POSITIVE', -8.204979216931836)
('NEGATIVE', -12.306818424097848)
('NEGATIVE', -10.023205314244878)
('NEGATIVE', -25.525126948132097)
('POSITIVE', -13.7150492978428)
('POSITIVE', -10.367903732066251)
('POSITIVE', -15.853532045232988)
('NEGATIVE', -7.948455162094429)
('POSITIVE', -10.553261592149209)
('POSITIVE', -40.52435826604521)
('POSITIVE', -17.125829394325386)
('NEGATIVE', -33.2126860376223)
('NEGATIVE', -10.573679153993599)
('POSITIVE', -39.9796959121708)
('POSITIVE', -13.330230071758708)
('NEGATIVE', -23.060952057801583)
('POSITIVE', -45.26412597629249)
('POSITIVE', -46.48829902425704)
('POSITIVE', -7.336997370727705)
('POSITIVE', -30.33248740137898)
('POSITIVE', -35.36589053834706)
('POSITIVE', -22.403773283967865)
('NEGATIVE', -12.99555079795819)
('NEGATIVE', -13.52397513415006)
('POSITIVE', -10.982098995706949)
('NEGATIVE', -19.81592764962782)
('POSITIVE', -0.37670231754879824)
('POSITIVE', -22.246427372747377)
('POSITIVE', -14.379413898766687)
('POSITIVE', -44.002714181785365)
('NEGATIVE', -30.044808389490505)
('POSITIVE', -15.31177225661865)
('POSITIVE', -11.492773493727633)
('POSITIVE', -5.371759476986918)
('POSITIVE', -16.045167527966033)
('NEGATIVE', -13.249428097281285)
('NEGATIVE', -34.040974935797756)
('NEGATIVE', -15.546620227344302)
('NEGATIVE', -17.04498719957819)
('POSITIVE', -37.24557927587824)
('NEGATIVE', -26.70469256219249)
('NEGATIVE', -24.66768452830589)
('POSITIVE', -24.52475093783206)
('NEGATIVE', -8.448430594090715)
('POSITIVE', -22.87648933479364)
('NEGATIVE', -4.221617615154052)
('POSITIVE', -30.58565231145829)
('POSITIVE', -23.168435360348468)
('POSITIVE', -26.008048079871415)
('POSITIVE', -56.21205820223567)
('NEGATIVE', -43.346381122161084)
('POSITIVE', -35.38932710663765)
('POSITIVE', -28.387489650021337)
('POSITIVE', -38.202642120524594)
('POSITIVE', -5.9003047730636515)
('POSITIVE', -31.731359254896677)
('POSITIVE', -16.93095013702925)
('NEGATIVE', -7.616930859901691)
('POSITIVE', -35.203867688224676)
('POSITIVE', -58.236241371271056)
('POSITIVE', -19.960330551141823)
('NEGATIVE', -24.957360319535514)
('POSITIVE', -18.256120974662217)
('NEGATIVE', -15.726688387863977)
('POSITIVE', -10.677113233116295)
('NEGATIVE', -20.296072409402598)
('POSITIVE', -33.604725834766235)
('POSITIVE', -36.11844242986698)
('POSITIVE', -43.722672588123075)
('POSITIVE', -8.834751058355312)
('POSITIVE', -31.33417504850982)
('NEGATIVE', -49.873828036733116)
('POSITIVE', -37.85846682366152)
('NEGATIVE', -6.560264490488342)
('POSITIVE', -10.387914607540118)
('POSITIVE', -8.851765392823102)
('NEGATIVE', -27.714714248483137)
('POSITIVE', -14.057553887037251)
('POSITIVE', -40.54818411230129)
('POSITIVE', -37.14153448376069)
('NEGATIVE', -0.3010299956639812)
('NEGATIVE', -10.55848736884915)
('POSITIVE', -83.73464021329562)
('POSITIVE', -47.69053881446787)
('NEGATIVE', -2.3983639962522583)
('NEGATIVE', -2.3983639962522583)
('POSITIVE', -12.075766166362333)
('POSITIVE', -14.383374144536658)
('NEGATIVE', -31.276786771385467)
('NEGATIVE', -6.456376584560874)
('POSITIVE', -19.323683105325156)
('NEGATIVE', -20.80276120763488)
('NEGATIVE', -43.242349865503705)
('POSITIVE', -30.903270168512876)
('POSITIVE', -64.84195103611266)
('POSITIVE', -53.19861412295499)
('POSITIVE', -73.88130587274064)
('POSITIVE', -44.40789265860701)
('POSITIVE', -38.96600218774968)
('POSITIVE', -27.723277691797207)
('POSITIVE', -29.08626698976699)
('POSITIVE', -45.25231090326891)
('NEGATIVE', -28.199487621195722)
('NEGATIVE', -26.875129782520922)
('POSITIVE', -22.01536588405531)
('POSITIVE', -23.487776367187553)
('POSITIVE', -29.01485866576646)
('POSITIVE', -52.81351745127171)
('POSITIVE', -14.618339312068068)
('NEGATIVE', -17.052347400463074)
('POSITIVE', -12.226349759729064)
('NEGATIVE', -47.90057819371741)
('POSITIVE', -66.41842373492979)
('POSITIVE', -17.478469544160706)
('NEGATIVE', -30.30186357398432)
('POSITIVE', -39.51449207061832)
('POSITIVE', -18.628812026211072)
('NEGATIVE', -9.840274630658893)
('NEGATIVE', -34.42333734706647)
('POSITIVE', -12.27405218170314)
('POSITIVE', -6.764611305426417)
('POSITIVE', -12.626438739833299)
('POSITIVE', -15.912742303295671)
('POSITIVE', -5.610834628577784)
('POSITIVE', -47.81285911585128)
('NEGATIVE', -21.87452848951296)
('NEGATIVE', -7.425460348052702)
('POSITIVE', -21.110236894779845)
('NEGATIVE', -36.96695775489871)
('POSITIVE', -34.665981106724885)
('POSITIVE', -35.71618863129911)
('POSITIVE', -16.997502009831436)
('POSITIVE', -29.18897689322917)
('POSITIVE', -13.969484039231721)
('POSITIVE', -3.421933226273228)
('NEGATIVE', -22.337678108426985)
('POSITIVE', -65.77908554722856)
('NEGATIVE', -39.57068837902261)
('POSITIVE', -55.88190538393343)
('POSITIVE', -25.390853717282347)
('POSITIVE', -10.007331617907758)
('POSITIVE', -31.6093834698649)
('NEGATIVE', -19.05259624252945)
('NEGATIVE', -20.33030053840246)
('POSITIVE', -10.569903263468426)
('POSITIVE', -14.125423790165172)
('POSITIVE', -39.21805900835612)
('NEGATIVE', -0.3010299956639812)
('POSITIVE', -31.030935664894173)
('POSITIVE', -26.436779156748067)
('NEGATIVE', -9.961770491712125)
('POSITIVE', -21.5653665312036)
('NEGATIVE', -3.7887944031455505)
('POSITIVE', -26.42824937916765)
('POSITIVE', -20.12412231520931)
('NEGATIVE', -2.3306963857393184)
('POSITIVE', -8.246767589651604)
('POSITIVE', -19.368124465770947)
('POSITIVE', -22.11134541678406)
('NEGATIVE', -22.504235615895286)
('POSITIVE', -5.54227701891087)
('POSITIVE', -6.941785098377192)
('POSITIVE', -24.88301724111738)
('NEGATIVE', -11.698795136067439)
('POSITIVE', -14.626049393438276)
('POSITIVE', -24.199525432289388)
('POSITIVE', -41.53431840395489)
('POSITIVE', -21.46312160850143)
('POSITIVE', -45.58308849888838)
('POSITIVE', -23.099822629079952)
('POSITIVE', -43.6634774284482)
('POSITIVE', -15.852985573471456)
('NEGATIVE', -29.833283116989893)
('POSITIVE', -16.01980473523604)
('NEGATIVE', -16.73262485536124)
('POSITIVE', -58.822017449263946)
('POSITIVE', -42.73808126548929)
('NEGATIVE', -19.148728104061316)
('POSITIVE', -21.632240363771842)
('POSITIVE', -11.16178027468621)
('POSITIVE', -26.391473363370288)
('POSITIVE', -48.930146393556015)
('POSITIVE', -98.99379226811098)
('POSITIVE', -11.482035253562298)
('POSITIVE', -10.633259949410412)
('POSITIVE', -2.7029921410065887)
('NEGATIVE', -32.59296131809853)
('POSITIVE', -14.289410639052916)
('NEGATIVE', -43.143778254191545)
('POSITIVE', -31.78363955504299)
('POSITIVE', -41.66146547098948)
('POSITIVE', -66.1283015045171)
('POSITIVE', -36.67362614813922)
('POSITIVE', -52.64578982341139)
('POSITIVE', -51.999942540425806)
('POSITIVE', -8.804275766852564)
('POSITIVE', -35.97005924364706)
('NEGATIVE', -3.7887944031455505)
('NEGATIVE', -11.899854463845008)
('NEGATIVE', -10.581701264883355)
('NEGATIVE', -3.7771859787329216)
('POSITIVE', -23.893720028486594)
('NEGATIVE', -9.075538316854562)
('POSITIVE', -30.889408868641112)
('POSITIVE', -16.669291641670963)
('POSITIVE', -19.880857422120073)
('NEGATIVE', -14.735306566788442)
('NEGATIVE', -15.959954595990704)
('POSITIVE', -21.324415107193616)
('POSITIVE', -30.49223146164046)
('POSITIVE', -13.067997206730384)
('NEGATIVE', -16.290553689420413)
('POSITIVE', -51.826589711717794)
('POSITIVE', -4.904151371403284)
('POSITIVE', -51.96539448590226)
('POSITIVE', -4.982445698527473)
('POSITIVE', -40.186043145729506)
('POSITIVE', -24.38239729243875)
('NEGATIVE', -12.012356228536285)
('POSITIVE', -28.526397193257147)
('NEGATIVE', -10.963197129206797)
('POSITIVE', -41.88706040725148)
('POSITIVE', -28.777173295347712)
('NEGATIVE', -19.769212108214113)
('POSITIVE', -14.530229555451692)
('POSITIVE', -41.69509915574409)
('POSITIVE', -7.601334519843582)
('POSITIVE', -46.1141259880496)
('NEGATIVE', -6.299351718032343)
('POSITIVE', -14.89062563598653)
('POSITIVE', -28.37883980612097)
('POSITIVE', -5.2045704891894715)
('POSITIVE', -30.79427521993793)
('NEGATIVE', -8.606312580915537)
('POSITIVE', -2.8815301360093573)
('NEGATIVE', -19.547738405386085)
('POSITIVE', -27.16319682951808)
('NEGATIVE', -2.3597345938961274)
('NEGATIVE', -8.830207729634704)
('POSITIVE', -1.883744046403887)
('POSITIVE', -11.524666371774783)
('POSITIVE', -29.477259965562283)
('POSITIVE', -14.080636790470706)
('POSITIVE', -38.659821556514046)
('NEGATIVE', -2.3306963857393184)
('POSITIVE', -48.81645932555681)
('NEGATIVE', -8.674593140305504)
('POSITIVE', -22.21833651023366)
('POSITIVE', -16.01864988647019)
('POSITIVE', -2.7029921410065887)
('POSITIVE', -21.550340598690184)
('POSITIVE', -12.479820973799914)
('POSITIVE', -27.734730144173824)
('NEGATIVE', -8.082270284073246)
('NEGATIVE', -19.62145193733066)
('POSITIVE', -20.477465871724593)
('POSITIVE', -34.32126192010399)
('POSITIVE', -35.945562262254015)
('POSITIVE', -39.740178180780426)
('POSITIVE', -24.834983537829242)
('NEGATIVE', -18.841517482608957)
('POSITIVE', -50.09243197149284)
('POSITIVE', -22.541457298454446)
('NEGATIVE', -18.81822410969564)
('POSITIVE', -29.224987295595668)
('NEGATIVE', -5.620401916204995)
('POSITIVE', -10.420530666268528)
('POSITIVE', -8.431669598671977)
('POSITIVE', -20.394731660520986)
('NEGATIVE', -7.321448738418893)
('POSITIVE', -19.810095974727744)
('NEGATIVE', -33.16435262670751)
('POSITIVE', -66.49483136956877)
('NEGATIVE', -5.6445853761883775)
('POSITIVE', -25.87778129971851)
('NEGATIVE', -21.43985386679642)
('POSITIVE', -5.610834628577784)
('POSITIVE', -3.8072841076372446)
('POSITIVE', -12.068775202655976)
('POSITIVE', -10.533131625013743)
('NEGATIVE', -22.38894149277698)
('POSITIVE', -5.433543053966721)
('POSITIVE', -1.7074062392394536)
('POSITIVE', -44.93539594085524)
('POSITIVE', -35.86751174120206)
('POSITIVE', -15.193477666911171)
('POSITIVE', -49.55755177090781)
('POSITIVE', -39.32296636624693)
('NEGATIVE', -16.120510175897422)
('NEGATIVE', -6.054233398505335)
('NEGATIVE', -21.406926375393677)
('POSITIVE', -29.00460574146155)
('NEGATIVE', -4.659772608104269)
('POSITIVE', -9.525798724631498)
('NEGATIVE', -17.93942256625718)
('NEGATIVE', -3.457850964370789)
('NEGATIVE', -10.096104795486372)
('POSITIVE', -34.609845842482244)
('NEGATIVE', -9.59033835931718)
('NEGATIVE', -14.015230161072274)
('POSITIVE', -44.22320415093376)
('NEGATIVE', -79.09714879200392)
('POSITIVE', -2.8815301360093573)
('NEGATIVE', -2.971134611478233)
('POSITIVE', -13.003712556899915)
('POSITIVE', -28.94972261897816)
('POSITIVE', -24.25977127691928)
('POSITIVE', -12.59443507339752)
('POSITIVE', -39.80069469520672)
('POSITIVE', -35.43079896554599)
('POSITIVE', -19.803680589382026)
('POSITIVE', -32.47024281198043)
('POSITIVE', -20.036418241324327)
('POSITIVE', -14.200627426364427)
('NEGATIVE', -29.526377574729224)
('POSITIVE', -12.840523294801727)
('POSITIVE', -17.943640628519283)
('NEGATIVE', -9.953019327255392)
('NEGATIVE', -19.813975819406497)
('NEGATIVE', -15.569927854300005)
('POSITIVE', -9.90253544608915)
('POSITIVE', -34.439716886200515)
('NEGATIVE', -22.320901907369667)
('POSITIVE', -35.10089056878691)
('POSITIVE', -4.0503221563235385)
('NEGATIVE', -22.81003246458218)
('POSITIVE', -25.183720988509457)
('POSITIVE', -16.91088330657295)
('POSITIVE', -22.324698070952717)
('POSITIVE', -20.30843617213205)
('NEGATIVE', -18.166194158240184)
('NEGATIVE', -14.467623770652464)
('NEGATIVE', -10.181049525535705)
('NEGATIVE', -7.984056303506348)
('POSITIVE', -0.37670231754879824)
('POSITIVE', -3.3971096425481955)
('POSITIVE', -7.4338027735888765)
('POSITIVE', -3.3971096425481955)
('NEGATIVE', -37.03890348428946)
('POSITIVE', -40.486550023064865)
('POSITIVE', -22.32469023137327)
('POSITIVE', -28.579314693722893)
('POSITIVE', -7.8669019825422986)
('NEGATIVE', -6.6972419464377175)
('POSITIVE', -5.609998642791443)
('NEGATIVE', -18.653940371742785)
('POSITIVE', -27.319480030841568)
('POSITIVE', -6.312111926097804)
('NEGATIVE', -20.85924854483326)
('POSITIVE', -12.45204026380796)
('NEGATIVE', -18.717999074919614)
('NEGATIVE', -12.149348612997644)
('NEGATIVE', -29.959955468055075)
('POSITIVE', -34.00842983699795)
('NEGATIVE', -0.3010299956639812)
('POSITIVE', -28.94673034505832)
('NEGATIVE', -7.610279171800152)
('NEGATIVE', -32.053372078533336)
('NEGATIVE', -14.675270596414155)
('POSITIVE', -38.54383292465504)
('POSITIVE', -21.329412846304386)
('NEGATIVE', -6.250951220006896)
('POSITIVE', -17.68880735685134)
('POSITIVE', -12.22380183617094)
('NEGATIVE', -39.2385576134498)
('NEGATIVE', -4.992980696685053)
('POSITIVE', -2.8815301360093573)
('NEGATIVE', -38.22819486249859)
('POSITIVE', -28.58744717760773)
('POSITIVE', -1.883744046403887)
('NEGATIVE', -15.918143991487025)
('POSITIVE', -15.790143731464248)
('POSITIVE', -14.856741914361459)
('POSITIVE', -7.0989270507485855)
('NEGATIVE', -9.606521367334068)
('POSITIVE', -44.967574226172225)
('NEGATIVE', -33.48537646055599)
('POSITIVE', -41.01099686091302)
('NEGATIVE', -18.30908524538718)
('POSITIVE', -36.27840698933464)
('NEGATIVE', -23.631975725786)
('POSITIVE', -23.023655702308705)
('NEGATIVE', -11.702539011585099)
('POSITIVE', -24.619870209045143)
('POSITIVE', -37.513527886856686)
('POSITIVE', -3.7112444628056576)
('POSITIVE', -18.710156180732355)
('POSITIVE', -11.348561887534219)
('POSITIVE', -18.005835345060852)
('NEGATIVE', -12.124080045534615)
('POSITIVE', -46.32744645623794)
('POSITIVE', -24.677047341762876)
('POSITIVE', -31.48285702970669)
('NEGATIVE', -5.3770286344013964)
('NEGATIVE', -31.726628398007314)
('POSITIVE', -23.58211025392222)
('POSITIVE', -14.096811764841096)
('POSITIVE', -23.83890917299955)
('POSITIVE', -0.37670231754879824)
('POSITIVE', -18.36797040459893)
('NEGATIVE', -26.848503733590974)
('NEGATIVE', -12.705916245105396)
('NEGATIVE', -26.769301704257973)
('POSITIVE', -10.80362836912074)
('NEGATIVE', -28.44023806793225)
('POSITIVE', -32.482849464425435)
('POSITIVE', -15.735991883192824)
('POSITIVE', -1.7074062392394536)
('NEGATIVE', -28.494333779549272)
('POSITIVE', -8.258381247251899)
('NEGATIVE', -62.82109130636687)
('NEGATIVE', -23.142536716786065)
('POSITIVE', -5.5315139397670725)
('POSITIVE', -17.89222402013797)
('POSITIVE', -26.751614884565004)
('POSITIVE', -18.624701048795234)
('POSITIVE', -26.960431857217063)
('NEGATIVE', -4.156771188440144)
('POSITIVE', -32.1483678248234)
('POSITIVE', -58.35735179589574)
('POSITIVE', -27.412963980436565)
('POSITIVE', -8.60994573321649)
('POSITIVE', -54.841853270822135)
('NEGATIVE', -9.156977630319043)
('POSITIVE', -17.48650377305998)
('POSITIVE', -4.870471939083541)
('NEGATIVE', -22.856468591183123)
('POSITIVE', -16.00859738849335)
('POSITIVE', -51.527637286007945)
('NEGATIVE', -8.691626479604285)
('POSITIVE', -50.90827373168982)
('POSITIVE', -31.30187617400989)
('NEGATIVE', -30.87943056039984)
('NEGATIVE', -21.402416965808087)
('POSITIVE', -39.936429015182995)
('POSITIVE', -35.714169018509814)
('NEGATIVE', -0.3010299956639812)
('POSITIVE', -32.182611629930925)
('POSITIVE', -25.47405681934238)
('POSITIVE', -28.831812802756687)
('NEGATIVE', -23.344532488856892)
